student_id,last_name,first_name,city,state,country,program,graduation term,graduation year,phone_no_cell,phone_no_land,skill_1,skill_2,work_city,work_country,job_type,industry
dw8568,Worshall,Dev,Fort Worth,Texas,United States,Nonprofit Management,Summer,2018,775-362-7655,431-101-5322,Office Equipment,,Tampa - FL,United States (USA),Not seeking an internship,Food & Agriculture
yg5553,Garken,Yulma,Des Moines,Iowa,United States,Sports Management,Summer,2020,596-937-8506,652-189-6370,Public Speaking,,Shanghai - China,China Mainland,Still Seeking Employment,Education
hv6027,Valois,Hastings,Los Angeles,California,United States,Technology Management,Summer,2022,446-277-1276,560-533-7711,Referral Marketing,,Ewing - NJ,United States (USA),Research,Housing/Real Estate
kg4100,Goodbairn,Kim,Philadelphia,Pennsylvania,United States,Information Knowledge Strategy,Spring,2018,948-537-5784,179-785-5818,Lead Prospecting ,,Plano - TX,United States (USA),Fellowship,Food & Agriculture
cb6823,Braybrookes,Catharina,Raleigh,North Carolina,United States,Actuarial Science,Spring,2019,657-998-4061,715-685-9146,Creativity,,New Delhi - India,India,Job,Research & Consulting
kb5221,Belsher,Kimberlee,Boise,Idaho,United States,Negotiation and Conflict Resolution,Summer,2020,141-374-8241,,QuickBooks,,Miami - FL,United States (USA),Postponing job search,Energy
bd4789,Duligal,Bambie,Youngstown,Ohio,United States,Information Knowledge Strategy,Summer,2016,309-113-5944,578-559-1144,Communication,,Plano - TX,United States (USA),Summer classes,Transportation
fb9529,Bamfield,Felicity,Shreveport,Louisiana,United States,Information Knowledge Strategy,Fall,2018,512-416-1953,463-413-6735,Decision Making,,Boston - MA,United States (USA),Postponing job search,Food & Agriculture
ch4255,Hayworth,Cindy,Erie,Pennsylvania,United States,Information Knowledge Strategy,Spring,2021,833-425-3788,,Public Speaking,,Bear - DE,United States (USA),Military Service,Data/Technology
ad5095,Donet,Alysa,Seattle,Washington,United States,Nonprofit Management,Summer,2020,338-966-9285,469-636-7799,Presentation,,Englewood Cliffs - NJ,United States (USA),Fellowship,Healthcare
pl1300,Leeburne,Phebe,Chicago,Illinois,United States,Construction Administration,Summer,2021,585-613-3329,,Teamwork ,,Beijing - China,China Mainland,Research,Finance & Investment
wg2330,Gouda,Wanda,Mobile,Alabama,United States,Human Capital Management,Summer,2018,984-157-4700,654-242-5895,Problem Solving,,Mumbai - India,India,Service Organization,Geospatial/Mapping
cp6091,Pales,Cosme,Chicago,Illinois,United States,Sports Management,Fall,2019,392-138-2237,,Product Knowledge,,Ewing - NJ,United States (USA),Postponing job search,Data/Technology
ab8491,Brydell,Ambrose,San Francisco,California,United States,Actuarial Science,Summer,2018,832-222-5636,343-931-0514,Leadership,,San Francisco - CA,United States (USA),Own Venture,Healthcare
cd3072,Demare,Clarey,Madison,Wisconsin,United States,Actuarial Science,Fall,2017,924-782-9338,,Customer Service,,Beirut - Lebanon,Lebanon,Own Venture,Media
kh6218,Hayle,Krishna,Huntington,West Virginia,United States,Sports Management,Spring,2017,817-809-0088,955-869-5624,Referral Marketing,,Edinburgh - United Kingdom,United Kingdom,Research,Business & Legal Services
cg9010,Gozzett,Chere,Port Washington,New York,United States,Human Capital Management,Fall,2017,770-282-4034,,Referral Marketing,,Chennai - India,India,Research,Media
km9311,Macek,Katina,Toledo,Ohio,United States,Sustainability Management,Summer,2016,768-106-3467,451-107-5554,Teamwork ,,Atlanta - GA,United States (USA),Still Seeking Employment,Business & Legal Services
hv6027,Valois,Hastings,Los Angeles,California,United States,Technology Management,Summer,2022,446-277-1276,560-533-7711,Referral Marketing,,New Delhi - India,India,Research,Transportation
lh1320,Hagart,Leanora,Naples,Florida,United States,Sustainability Science,Summer,2019,514-170-3555,929-557-7069,Shipping,,Corona - CA,United States (USA),Fellowship,Education
lb9175,Bolin,Leonie,Honolulu,Hawaii,United States,Construction Administration,Summer,2019,548-727-7262,622-840-6209,Leadership,,Palo Alto - CA,United States (USA),Fellowship,Business & Legal Services
rs1079,Sailor,Rube,Saint Louis,Missouri,United States,Sustainability Management,Fall,2022,279-320-1795,561-740-8539,Contract Negotiation,,Jersey City - NJ,United States (USA),Other Intentions,Education
ww6116,Whitaker,Wilfrid,Madison,Wisconsin,United States,Enterprise Risk Management,Spring,2016,993-391-8352,193-362-4452,Billing,,Saint Petersburg - FL,United States (USA),Still Seeking Education,Insurance
ss2982,Setch,Stephenie,Austin,Texas,United States,Applied Analytics,Fall,2020,958-376-2458,860-804-7349,Conflict Resolution,C++,Durham - NC,United States (USA),Still Seeking Internship,Healthcare
aq2975,Quilkin,Aldis,Honolulu,Hawaii,United States,Wealth Management,Summer,2020,367-564-6923,943-418-2665,Creativity,,Munich - Germany,Germany,Own Venture,Insurance
kk4380,Killik,Keary,Olympia,Washington,United States,Bioethics,Spring,2019,857-303-9526,,Shipping,,Salt Lake City - UT,United States (USA),Own Venture,Energy
lb9175,Bolin,Leonie,Honolulu,Hawaii,United States,Construction Administration,Summer,2019,548-727-7262,622-840-6209,Leadership,,Wilmington - DE,United States (USA),Military Service,Food & Agriculture
rt5639,Tabram,Ruttger,Milwaukee,Wisconsin,United States,Sports Management,Spring,2022,404-544-7617,,Lead Prospecting ,,Baltimore - MD,United States (USA),Fellowship,Aerospace and Defense
sc2579,Coton,Stanwood,Tallahassee,Florida,United States,Nonprofit Management,Spring,2019,811-661-7738,,Creativity,,Harrison - NY,United States (USA),Graduate School,Scientific Research
bm5638,Madden,Bamby,Amarillo,Texas,United States,Negotiation and Conflict Resolution,Summer,2016,193-351-8239,,Contract Negotiation,,London - United Kingdom,United Kingdom,Research,Insurance
sp9153,Packham,Sorcha,Jeffersonville,Indiana,United States,Sports Management,Fall,2016,710-544-9283,570-960-5235,Billing,,Philadelphia - PA,United States (USA),Graduate School,Business & Legal Services
kw1833,Witton,Kristofer,San Diego,California,United States,Applied Analytics,Fall,2021,306-301-1480,,Presentation,Security,Toronto - ON - Canada,Canada,Not seeking an internship,Research & Consulting
bj3248,Juarez,Barry,Evansville,Indiana,United States,Sports Management,Fall,2021,782-355-4006,,POS Skills,,Guangzhou - China,China Mainland,Still Seeking Internship,Lifestyle & Consumer
mk8948,Kleehuhler,Misty,Tulsa,Oklahoma,United States,Sports Management,Summer,2017,325-594-7461,285-727-2537,Decision Making,,Old Westbury - NY,United States (USA),Fellowship,Healthcare
hg3770,Goom,Hilton,Elmira,New York,United States,Wealth Management,Fall,2016,270-981-3078,,Referral Marketing,,Palo Alto - CA,United States (USA),Job,Healthcare
cj6703,Jephson,Charmion,Ogden,Utah,United States,Negotiation and Conflict Resolution,Spring,2018,933-172-2190,,Leadership,,Hartford - CT,United States (USA),Fellowship,Aerospace and Defense
gc5540,Collet,Gae,Oceanside,California,United States,Negotiation and Conflict Resolution,Spring,2021,350-259-1474,,QuickBooks,,Kansas City - KS,United States (USA),Research,Geospatial/Mapping
wp1130,Paddock,Winne,San Antonio,Texas,United States,Bioethics,Fall,2019,446-430-5828,,Lead Qualification,,Somerset - NJ,United States (USA),Still Seeking Employment,Energy
mg7827,Goracci,Morena,Daytona Beach,Florida,United States,Bioethics,Fall,2019,391-779-8443,,Problem Solving,,Dallas - TX,United States (USA),Military Service,Transportation
iv2594,Vardey,Iggie,Detroit,Michigan,United States,Insurance Management,Summer,2016,914-744-3462,713-985-9784,Accounting,,Fort Lauderdale - FL,United States (USA),Graduate School,Finance & Investment
pg2386,Gambie,Pietrek,Charlotte,North Carolina,United States,Wealth Management,Summer,2019,263-166-3814,,Shipping,,Shanghai - China Mainland,China Mainland,Job,Data/Technology
ns6537,Southcombe,Nancey,Pittsburgh,Pennsylvania,United States,Strategic Communication,Spring,2016,998-659-5179,,QuickBooks,,Houston - TX,United States (USA),Military Service,Education
wd9985,Dahmel,Walther,Cumming,Georgia,United States,Information Knowledge Strategy,Spring,2016,879-507-9799,,Accounting,,Mountainside - NJ,United States (USA),Still Seeking Internship,Food & Agriculture
sv6182,Venner,Swen,San Jose,California,United States,Sustainability Science,Fall,2020,275-579-9547,748-771-9651,Collaboration,,Harrison - NY,United States (USA),Internship,Insurance
ew2423,Winterton,Earl,Los Angeles,California,United States,Actuarial Science,Spring,2021,714-601-5341,266-711-2838,Customer Service,,Emeryville - CA,United States (USA),Own Venture,Media
ec6169,Conniam,Estell,Tacoma,Washington,United States,Applied Analytics,Fall,2018,621-813-3879,,POS Skills,Data Analytics,Whippany - NJ,United States (USA),Summer classes,Environment & Weather
mg6885,Gaze,Mercy,Vienna,Virginia,United States,Enterprise Risk Management,Spring,2019,335-143-8631,874-687-2075,POS Skills,,Auburn Hills - MI,United States (USA),Own Venture,Lifestyle & Consumer
wn1628,Nazareth,Winny,Glendale,California,United States,Insurance Management,Spring,2021,242-118-8436,,Collaboration,,Puerto Real - PR,United States (USA),Internship,Food & Agriculture
kf4649,Feechan,Karlotte,Chico,California,United States,Sports Management,Spring,2016,737-841-6986,,Management,,New Haven - CT,United States (USA),Own Venture,Lifestyle & Consumer
sp2374,Pettie,Sophi,Lafayette,Louisiana,United States,Negotiation and Conflict Resolution,Spring,2022,987-808-9849,,Accounting,,Pittsburgh - PA,United States (USA),Other Intentions,Aerospace and Defense
lp2171,Planke,Louis,Greeley,Colorado,United States,Strategic Communication,Summer,2021,329-488-7359,570-450-3609,Product Knowledge,,Newport - NJ,United States (USA),Summer classes,Business & Legal Services
rt5639,Tabram,Ruttger,Milwaukee,Wisconsin,United States,Sports Management,Spring,2022,404-544-7617,,Lead Prospecting ,,Santa Maria - CA,United States (USA),Internship,Aerospace and Defense
mc3125,Cowan,Marsh,Brooklyn,New York,United States,Sustainability Science,Summer,2018,394-542-3761,371-535-7497,Management,,Newport - NJ,United States (USA),Service Organization,Scientific Research
ma7167,Annies,Michaella,Clearwater,Florida,United States,Bioethics,Spring,2022,675-685-4299,446-688-5634,Conflict Resolution,,Stamford - CT,United States (USA),Job,Scientific Research
lm1698,Mountfort,Lida,Irving,Texas,United States,Narrative Medicine,Spring,2021,900-865-1720,,Customer Needs Analysis,,Newport - NJ,United States (USA),Not seeking an internship,Data/Technology
ma3296,Agius,Mata,Newark,New Jersey,United States,Bioethics,Spring,2020,445-528-2636,330-866-5593,Leadership,,San Mateo - CA,United States (USA),Postponing job search,Education
aw8991,Winn,Alvin,Toledo,Ohio,United States,Insurance Management,Fall,2018,999-232-6899,101-514-5099,Data Entry,,Tokyo - Japan,Japan,Internship,Research & Consulting
jh4892,Heitz,James,Colorado Springs,Colorado,United States,Enterprise Risk Management,Spring,2021,179-393-0269,,Presentation,,Cranbury - NJ,United States (USA),Still Seeking Employment,Business & Legal Services
mm8449,McVie,Murdock,Detroit,Michigan,United States,Construction Administration,Fall,2019,678-305-2520,105-564-4344,Communication,,Baltimore - MD,United States (USA),Internship,Media
hb5603,Blaver,Hubert,New Haven,Connecticut,United States,Sustainability Management,Fall,2022,939-942-4852,,Office Equipment,,Corona - CA,United States (USA),Still Seeking Education,Transportation
rc5362,Canty,Ryon,Saint Louis,Missouri,United States,Information Knowledge Strategy,Summer,2017,629-201-7872,206-603-0976,QuickBooks,,Santiago - Chile,Chile,Military Service,Business & Legal Services
tl1333,Lusher,Tisha,Toledo,Ohio,United States,Human Capital Management,Summer,2018,125-304-7857,,Active Listening,,White Plains - NY,United States (USA),Job,Finance & Investment
tb2712,Boddice,Theresa,West Palm Beach,Florida,United States,Wealth Management,Fall,2016,703-953-4945,,Conflict Resolution,,Edison - NJ,United States (USA),Not seeking an internship,Media
mm9845,Mc Mechan,Maryanne,Clearwater,Florida,United States,Human Capital Management,Fall,2019,189-158-0527,869-395-2195,Microsoft Offices,,Cambridge - MA,United States (USA),Job,Finance & Investment
nl6507,Lamswood,Nicol,Charlottesville,Virginia,United States,Construction Administration,Fall,2019,366-192-2855,,QuickBooks,,Houston - TX,United States (USA),Postponing job search,Healthcare
kf8610,Flintoffe,Kristien,Louisville,Kentucky,United States,Construction Administration,Fall,2020,791-558-9690,,Critical Thinking,,Mumbai - India,India,Still Seeking Internship,Geospatial/Mapping
rp3484,Peres,Ryan,Richmond,Virginia,United States,Human Capital Management,Spring,2017,682-190-9184,,Leadership,,Ewing - NJ,United States (USA),Fellowship,Insurance
fc1329,Charte,Farris,Laurel,Maryland,United States,Human Capital Management,Summer,2020,430-101-2625,650-540-6015,Communication,,Richardson - TX,United States (USA),Other Intentions,Healthcare
gf3442,Fendt,Gwenore,Joliet,Illinois,United States,Information Knowledge Strategy,Fall,2019,652-831-9234,,Salesforce,,Harrison - NY,United States (USA),Postponing job search,Environment & Weather
gh6054,Heaysman,Ginger,Paterson,New Jersey,United States,Insurance Management,Fall,2017,933-389-8785,914-653-4384,Negotiation,,Manila - Philippines,Philippines,Own Venture,Scientific Research
lk6589,Kitchenside,Lynn,Richmond,California,United States,Information Knowledge Strategy,Summer,2019,873-881-2718,459-182-7794,Cashier Skills,,Cranbury - NJ,United States (USA),Other Intentions,Food & Agriculture
rj5787,Jouhan,Rona,El Paso,Texas,United States,Actuarial Science,Summer,2018,402-167-0821,223-375-0696,Data Entry,,Herndon - VA,United States (USA),Other Intentions,Healthcare
ct7496,Turgoose,Cherri,Kingsport,Tennessee,United States,Strategic Communication,Fall,2017,755-621-4837,,Creativity,,Providence - RI,United States (USA),Postponing job search,Geospatial/Mapping
jy8726,Yuranovev,Johnna,Clearwater,Florida,United States,Bioethics,Spring,2016,849-894-5376,725-370-5896,Conflict Resolution,,Shenzhen - China,China Mainland,Not seeking an internship,Geospatial/Mapping
aw4113,Wethered,Alick,Reno,Nevada,United States,Actuarial Science,Fall,2020,505-313-3589,,Negotiation,,Peekskill - NY,United States (USA),Military Service,Scientific Research
kf4649,Feechan,Karlotte,Chico,California,United States,Sports Management,Spring,2016,737-841-6986,,Management,,Great Neck - NY,United States (USA),Other Intentions,Governance
dw2733,Wiggin,Duane,Houston,Texas,United States,Applied Analytics,Spring,2019,219-537-3399,,Lead Prospecting ,UX/UI,San Jose - CA,United States (USA),Not seeking an internship,Business & Legal Services
cr8311,Roddell,Cristian,Cincinnati,Ohio,United States,Applied Analytics,Fall,2018,778-204-1763,904-144-0948,Referral Marketing,Security,Vienna - Austria,Austria,Graduate School,Energy
sc2579,Coton,Stanwood,Tallahassee,Florida,United States,Nonprofit Management,Spring,2019,811-661-7738,,Creativity,,Cranbury - NJ,United States (USA),Internship,Transportation
nt7416,Thompkins,Nicola,San Diego,California,United States,Nonprofit Management,Fall,2018,857-250-5633,,POS Skills,,Chantilly - VA,United States (USA),Not seeking an internship,Research & Consulting
dn9940,Nalder,Diahann,Camden,New Jersey,United States,Actuarial Science,Summer,2017,979-352-1744,,Management,,Cali - Colombia,Colombia,Service Organization,Environment & Weather
rg9279,Gresch,Rosaleen,El Paso,Texas,United States,Strategic Communication,Fall,2016,822-970-2750,527-358-7639,Empathy,,San Mateo - CA,United States (USA),Still Seeking Education,Scientific Research
ch5434,Hiskey,Christal,Chicago,Illinois,United States,Strategic Communication,Spring,2019,723-814-2065,,Billing,,Milan - Italy,Italy,Service Organization,Finance & Investment
lg4395,Garbutt,Laverna,Florence,South Carolina,United States,Technology Management,Fall,2017,602-596-0024,421-493-2276,Decision Making,,"Hangzhou, Zhejiang province - China",China Mainland,Fellowship,Data/Technology
bs8708,Surtees,Barny,Lexington,Kentucky,United States,Insurance Management,Summer,2021,942-643-4755,575-546-4735,Customer Service,,San Francisco - CA,United States (USA),Summer classes,Research & Consulting
cb1252,Bradnock,Cassandra,Mobile,Alabama,United States,Information Knowledge Strategy,Summer,2018,588-461-1791,,Critical Thinking,,Amsterdam - Netherlands,Netherlands,Still Seeking Education,Lifestyle & Consumer
al8121,Linggard,Allister,Saint Louis,Missouri,United States,Construction Administration,Summer,2018,641-223-5973,588-835-4910,Microsoft Offices,,West New York - NJ,United States (USA),Research,Food & Agriculture
jd8700,Diemer,Johann,San Francisco,California,United States,Strategic Communication,Fall,2020,421-694-8964,,Salesforce,,Moorestown - NJ,United States (USA),Research,Energy
rb4786,Brandsen,Roch,Dallas,Texas,United States,Construction Administration,Spring,2017,861-659-2315,784-940-8284,Self Motivation,,Corona - CA,United States (USA),Other Intentions,Environment & Weather
rd6233,Duinkerk,Royce,Sacramento,California,United States,Narrative Medicine,Spring,2017,837-353-8881,626-181-3200,Scheduling,,White Plains - NY,United States (USA),Still Seeking Employment,Data/Technology
td6442,Duinbleton,Theodore,Roanoke,Virginia,United States,Applied Analytics,Spring,2021,567-886-6814,,Shipping,SQL,Jersey City - NJ,United States (USA),Still Seeking Employment,Lifestyle & Consumer
xh9067,Harrema,Xenos,Pittsburgh,Pennsylvania,United States,Enterprise Risk Management,Fall,2019,299-825-3678,,Collaboration,,Nottingham - United Kingdom,United Kingdom,Not seeking an internship,Food & Agriculture
ng7082,Gehringer,Neely,Los Angeles,California,United States,Information Knowledge Strategy,Spring,2016,304-291-4667,237-577-1361,Office Equipment,,"Dongguan, Guangzhou - China",China Mainland,Not seeking an internship,Business & Legal Services
tg3809,Gibbard,Timothea,Philadelphia,Pennsylvania,United States,Information Knowledge Strategy,Spring,2019,995-922-6737,565-984-1006,Empathy,,Cupertino - CA,United States (USA),Still Seeking Internship,Governance
ar6315,Rockwill,Archaimbaud,Fort Wayne,Indiana,United States,Strategic Communication,Fall,2022,386-488-4786,,Teamwork ,,Scottsdale - AZ,United States (USA),Job,Environment & Weather
cm5198,MacNucator,Charisse,Toledo,Ohio,United States,Sports Management,Summer,2020,823-600-9679,908-787-2026,Billing,,Santa Monica - CA,United States (USA),Service Organization,Food & Agriculture
ft9400,Tuckett,Fredericka,Charleston,West Virginia,United States,Human Capital Management,Spring,2016,155-433-8360,,Cashier Skills,,Pearl River - NY,United States (USA),Postponing job search,Food & Agriculture
sm2208,Matt,Shanie,San Antonio,Texas,United States,Information Knowledge Strategy,Fall,2019,864-358-9722,804-809-8010,Cashier Skills,,Boston - MA,United States (USA),Postponing job search,Transportation
la3564,Arend,Ludvig,Sioux City,Iowa,United States,Construction Administration,Spring,2020,627-898-3542,271-793-9071,Collaboration,,Cambridge - MA,United States (USA),Not seeking an internship,Food & Agriculture
wl9210,Lapslie,Wilmar,Pensacola,Florida,United States,Sports Management,Fall,2018,358-930-9628,843-483-2962,Organization,,Bloomfield - NY,United States (USA),Own Venture,Environment & Weather
ms8283,Scarlin,Magdalene,Montgomery,Alabama,United States,Human Capital Management,Fall,2020,589-732-4158,870-606-1314,Calendar Management,,Stamford - CT,United States (USA),Internship,Insurance
bb2437,Boncore,Blakelee,Syracuse,New York,United States,Strategic Communication,Summer,2020,189-167-1455,606-750-8081,Shipping,,Mumbai - India,India,Own Venture,Lifestyle & Consumer
bs8262,Shutle,Brita,Columbia,South Carolina,United States,Technology Management,Fall,2020,567-639-7774,444-371-8656,Welcoming Visitors,,Chantilly - VA,United States (USA),Other Intentions,Business & Legal Services
rp9496,Peyton,Robbert,Saint Louis,Missouri,United States,Negotiation and Conflict Resolution,Summer,2018,884-661-3540,205-488-5035,Contract Negotiation,,Stamford - CT,United States (USA),Not seeking an internship,Transportation
gf2397,Foresight,Gaspar,Boston,Massachusetts,United States,Strategic Communication,Fall,2021,578-472-8202,,Product Knowledge,,Fort Lauderdale - FL,United States (USA),Still Seeking Employment,Business & Legal Services
nt7416,Thompkins,Nicola,San Diego,California,United States,Nonprofit Management,Fall,2018,857-250-5633,,POS Skills,,Dublin - Ireland,Ireland,Postponing job search,Insurance
dg5482,Gowling,Dreddy,Gatesville,Texas,United States,Information Knowledge Strategy,Summer,2021,596-221-1546,,Scheduling,,Ewing - NJ,United States (USA),Graduate School,Media
wm9692,McCloughen,Winnie,San Diego,California,United States,Bioethics,Fall,2018,203-147-7315,,Public Speaking,,Austin - TX,United States (USA),Military Service,Environment & Weather
pg7683,Gilchriest,Percival,Naples,Florida,United States,Narrative Medicine,Spring,2020,424-244-3343,,Data Entry,,Chantilly - VA,United States (USA),Military Service,Geospatial/Mapping
jd2263,Drohun,Joy,Huntsville,Alabama,United States,Nonprofit Management,Fall,2016,989-827-9006,679-276-7166,Problem Solving,,Chennai - India,India,Still Seeking Education,Housing/Real Estate
hb5245,Beaze,Herrick,Minneapolis,Minnesota,United States,Narrative Medicine,Spring,2019,127-462-2494,,Critical Thinking,,Alexandria - VA,United States (USA),Still Seeking Education,Food & Agriculture
rc5362,Canty,Ryon,Saint Louis,Missouri,United States,Information Knowledge Strategy,Summer,2017,629-201-7872,206-603-0976,QuickBooks,,Cranford - NJ,United States (USA),Other Intentions,Education
kl8697,Local,Kippar,Chicago,Illinois,United States,Strategic Communication,Summer,2018,832-279-5479,887-110-3328,Contract Negotiation,,Fort Mill - SC,United States (USA),Research,Education
wm7209,McKern,Wynn,Salt Lake City,Utah,United States,Nonprofit Management,Summer,2022,456-444-0504,878-163-0870,Leadership,,Long Island City - NY,United States (USA),Fellowship,Governance
af2937,Frift,Anestassia,Sacramento,California,United States,Sports Management,Spring,2016,152-220-6924,722-738-6850,Customer Needs Analysis,,Santa Maria - CA,United States (USA),Summer classes,Finance & Investment
sg7722,Guirau,Sascha,Los Angeles,California,United States,Actuarial Science,Summer,2019,110-944-4863,,Collaboration,,Santa Monica - CA,United States (USA),Postponing job search,Education
mm9402,Martensen,Marya,Torrance,California,United States,Construction Administration,Spring,2016,282-927-7872,,Shipping,,Princeton - NJ,United States (USA),Job,Finance & Investment
tf7108,Fleckno,Tobie,Newark,New Jersey,United States,Sustainability Science,Summer,2017,512-913-7671,,Presentation,,Bronx - NY,United States (USA),Graduate School,Healthcare
mr9226,Romanski,Mavis,El Paso,Texas,United States,Actuarial Science,Summer,2019,680-619-8551,,Teamwork ,,Sao Paulo - Brazil,Brazil,Fellowship,Aerospace and Defense
bm5638,Madden,Bamby,Amarillo,Texas,United States,Negotiation and Conflict Resolution,Summer,2016,193-351-8239,,Contract Negotiation,,Menlo Park - CA,United States (USA),Still Seeking Education,Transportation
bs8262,Shutle,Brita,Columbia,South Carolina,United States,Technology Management,Fall,2020,567-639-7774,444-371-8656,Welcoming Visitors,,Dublin - Ireland,Ireland,Still Seeking Internship,Data/Technology
hm4038,McKinstry,Hewett,Decatur,Georgia,United States,Enterprise Risk Management,Fall,2019,432-532-5649,,Public Speaking,,Tulsa - OK,United States (USA),Own Venture,Education
av3800,Van Arsdall,Arlyne,Peoria,Illinois,United States,Construction Administration,Fall,2022,925-731-5024,,Salesforce,,Woodlawn - MD,United States (USA),Still Seeking Employment,Energy
kp6119,Pardy,Kipp,Denver,Colorado,United States,Sustainability Management,Spring,2022,616-650-1795,,Negotiation,,Pittsburgh - PA,United States (USA),Still Seeking Employment,Research & Consulting
kr5967,Riepl,Kamilah,Fort Smith,Arkansas,United States,Wealth Management,Spring,2016,292-198-9710,,Referral Marketing,,Scottsdale - AZ,United States (USA),Internship,Data/Technology
bt4180,Taks,Brock,Springfield,Illinois,United States,Nonprofit Management,Summer,2019,743-592-2124,,Customer Service,,Shenzhen - China,China Mainland,Summer classes,Food & Agriculture
ef5822,Foskett,Estel,Spring,Texas,United States,Bioethics,Summer,2022,947-449-3464,,Adaptability,,Dublin - Ireland,Ireland,Postponing job search,Healthcare
tk2172,Klain,Tamqrah,Lawrenceville,Georgia,United States,Bioethics,Spring,2018,801-274-8362,443-473-1530,Calendar Management,,Durham - NC,United States (USA),Own Venture,Aerospace and Defense
cm3550,Mintram,Creigh,Houston,Texas,United States,Human Capital Management,Spring,2020,491-722-0707,683-757-6625,Office Equipment,,Louisville - KY,United States (USA),Not seeking an internship,Insurance
sm2208,Matt,Shanie,San Antonio,Texas,United States,Information Knowledge Strategy,Fall,2019,864-358-9722,804-809-8010,Cashier Skills,,Tokyo - Japan,Japan,Job,Business & Legal Services
ch5716,Hayth,Corrie,Erie,Pennsylvania,United States,Bioethics,Spring,2018,199-715-9751,342-408-6339,Adaptability,,Providence - RI,United States (USA),Still Seeking Internship,Food & Agriculture
jc8518,Conyard,Jackelyn,Lexington,Kentucky,United States,Applied Analytics,Summer,2021,228-378-4647,447-881-3848,Leadership,Front-End & Back-End Development,Beirut - Lebanon,Lebanon,Job,Data/Technology
ym4697,McGaughie,Yetty,Springfield,Massachusetts,United States,Technology Management,Spring,2017,673-885-2073,394-350-6792,Management,,Kansas City - KS,United States (USA),Still Seeking Employment,Healthcare
ch9182,Haking,Car,Shawnee Mission,Kansas,United States,Sustainability Science,Fall,2019,693-600-2455,,Data Entry,,Edison - NJ,United States (USA),Military Service,Governance
dm4941,McKeggie,Darwin,New York City,New York,United States,Information Knowledge Strategy,Spring,2017,280-211-9164,,Problem Solving,,Ningbo - China,China Mainland,Internship,Research & Consulting
wk2855,Keuning,Whitaker,Peoria,Arizona,United States,Enterprise Risk Management,Summer,2016,367-220-6516,732-190-7193,Lead Prospecting ,,Bloomfield - NY,United States (USA),Still Seeking Education,Housing/Real Estate
hi2049,Iorio,Hazel,Toledo,Ohio,United States,Sustainability Management,Fall,2018,437-185-3894,326-712-5940,Public Speaking,,Irvine - CA,United States (USA),Internship,Governance
dg1539,Gaskal,Dylan,Louisville,Kentucky,United States,Actuarial Science,Fall,2018,716-234-4020,,Decision Making,,Washington - DC,United States (USA),Job,Data/Technology
ks4488,Skillen,Karee,Colorado Springs,Colorado,United States,Negotiation and Conflict Resolution,Summer,2019,670-896-5791,,Calendar Management,,Munich - Germany,Germany,Internship,Lifestyle & Consumer
rs4218,Stainer,Reuben,Newark,Delaware,United States,Applied Analytics,Spring,2018,752-546-8704,361-106-8052,Conflict Resolution,Data Structures,Pearl River - NY,United States (USA),Graduate School,Environment & Weather
gg9705,Gilks,Georgeanne,Los Angeles,California,United States,Strategic Communication,Spring,2016,899-760-3074,,Negotiation,,New Delhi - India,India,Service Organization,Transportation
ef2973,Frede,Elbert,Raleigh,North Carolina,United States,Wealth Management,Spring,2017,719-929-7722,822-236-9114,Negotiation,,Weehawken - NJ,United States (USA),Research,Lifestyle & Consumer
rb4786,Brandsen,Roch,Dallas,Texas,United States,Construction Administration,Spring,2017,861-659-2315,784-940-8284,Self Motivation,,Mumbai - India,India,Still Seeking Employment,Scientific Research
jk7773,Kinneir,Jolyn,Minneapolis,Minnesota,United States,Sustainability Science,Summer,2020,907-487-9194,,Salesforce,,Mumbai - India,India,Other Intentions,Media
lk5655,Kohen,Leo,Tulsa,Oklahoma,United States,Sustainability Science,Spring,2018,461-967-2134,,Self Motivation,,London - United Kingdom,United Kingdom,Job,Insurance
kg4100,Goodbairn,Kim,Philadelphia,Pennsylvania,United States,Information Knowledge Strategy,Spring,2018,948-537-5784,179-785-5818,Lead Prospecting ,,North Vancouver - BC - Canada,Canada,Graduate School,Transportation
mt4955,Tschierasche,Marylee,New York City,New York,United States,Sustainability Management,Fall,2016,352-464-6786,,Problem Solving,,Ewing - NJ,United States (USA),Internship,Business & Legal Services
kk4380,Killik,Keary,Olympia,Washington,United States,Bioethics,Spring,2019,857-303-9526,,Shipping,,Bronx - NY,United States (USA),Job,Energy
ks9217,Strugnell,Kahlil,Jackson,Mississippi,United States,Nonprofit Management,Fall,2021,146-296-0455,333-395-9046,Self Motivation,,Irving - TX,United States (USA),Still Seeking Internship,Business & Legal Services
js6273,Syer,Jeannine,Boston,Massachusetts,United States,Applied Analytics,Summer,2018,854-387-5236,576-914-0401,Self Motivation,Data Visualization,Salt Lake City - UT,United States (USA),Not seeking an internship,Food & Agriculture
rb4044,Bodle,Rita,Birmingham,Alabama,United States,Enterprise Risk Management,Fall,2016,858-305-2827,449-942-3238,Shipping,,Bronx - NY,United States (USA),Own Venture,Business & Legal Services
tm1718,Muneely,Tabitha,Oklahoma City,Oklahoma,United States,Narrative Medicine,Fall,2020,148-722-5592,409-924-9343,Critical Thinking,,Palo Alto - CA,United States (USA),Job,Healthcare
